Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114
Sample_PRO1747_PlateG_A10_R1 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	7.637967081736711e-06	7.637967081736711e-06	2.2913901245210136e-05	2.2913901245210136e-05	3.0551868326946844e-05	4.200881894955191e-05	4.582780249042027e-05	5.346576957215698e-05	7.637967081736712e-05	0.00011456950622605068	0.00017949222642081272	0.00043918310719986097	0.000805805527123223	0.0014435757784482385	0.0035478357094667025	0.0070269297151977755	0.013324433574089693	0.022593106627777193	0.035566193716106996	0.05611996313306049	0.08234110412466261	0.11055957350813891	0.14261994033372877	0.18056536079579671	0.22175309828406195	0.26742050346576574	0.3155129631959209	0.36524376686510873	0.4196299114706149	0.4778885053865617	0.5374264587886994	0.5988929988789755	0.6611271546609663	0.7263401176048343	0.7934740292697592	0.8656986459946615	0.9372778545011571	1.0090403742176144	1.0819753218811181	1.1567166487594527	1.2343183943098979	1.3129970932188677	1.390617933687017	1.4686397674269576	1.5510343373211923	1.633344889577528	1.7165834548342946	1.8035837188788166	1.8877235642512282	1.9733375372704152	2.0634006261147135	2.1514511106329746	2.237878527146366	2.328033271595645	2.4116613731735805	2.485428859248994	2.560712481790132	2.6149344101033805
Sample_PRO1747_PlateG_A10_R2 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	7.637967081736711e-06	7.637967081736711e-06	7.637967081736711e-06	1.5275934163473422e-05	7.637967081736712e-05	9.165560498084055e-05	0.00010693153914431396	0.00011075052268518232	0.00016039730871647096	0.00017949222642081272	0.00020240612766602285	0.0002329579959929697	0.00027114783140165326	0.0003742603870050989	0.0016765337744412082	0.003734965902969252	0.007561587410919345	0.013645228191522635	0.023811362377314196	0.04235252746823007	0.06675583229437887	0.09248432440920898	0.12217310245591956	0.15793406433261087	0.19753692365141573	0.2413483028322575	0.28763438334758196	0.33574975697898235	0.38911623297907677	0.4460229067215562	0.5047321406953253	0.5648123897602664	0.626496611912372	0.6902583611107102	0.7567506835407691	0.8281809516891707	0.8994126326934473	0.9700103624299399	1.0418530808007551	1.1155327302547284	1.192882422891476	1.2715114750144147	1.349277436857117	1.4277422726877984	1.5092279244993065	1.5915499337062649	1.6738719429132232	1.7606659818465382	1.84419097086887	1.9296827364147489	2.0205516307861706	2.1083195105224073	2.1953121365998474	2.285371406460605	2.373173657048709	2.462736459049154	2.5548083332359495	2.620846196624645
Sample_PRO1747_PlateG_A11_R1 - nextera_transposase_sequence	0.0	1.7225711337902913e-05	3.445142267580583e-05	3.445142267580583e-05	3.445142267580583e-05	3.445142267580583e-05	5.167713401370874e-05	5.167713401370874e-05	0.00018948282471693205	0.00019378925255140778	0.00020670853605483496	0.00022393424739273787	0.0002454663865651165	0.00029283709274434953	0.00031436923191672817	0.0004521749226199515	0.0007493184431987767	0.001218719077156631	0.002881000221264262	0.005318438375577524	0.009965074008976834	0.01716542134822025	0.026811819697445883	0.041501045040842593	0.06278771782665613	0.08529741611746075	0.11148480377890765	0.14316288692931112	0.17707169969797298	0.213887351254906	0.2542299672082746	0.2947663724141947	0.33955752832057673	0.38886612702532375	0.43950971835875835	0.49206105722286564	0.5487207282410628	0.6055182049499632	0.6647660390966803	0.7300773236343392	0.7944756454710892	0.8585165337975778	0.9254814866236754	0.9937297549444467	1.0637867229556979	1.1365222890799926	1.2084051824930617	1.282256113426486	1.3591516888388844	1.433683035370156	1.512004038395766	1.5937400386941154	1.6727974408794208	1.7528883857450004	1.8394174402231211	1.923629636526294	2.0058910210204495	2.092372704792391	2.1723258439672675	2.2430287761536896	2.3186108910765735	2.372393868301341
Sample_PRO1747_PlateG_A11_R2 - nextera_transposase_sequence	0.0	0.0	0.0	8.612855668951457e-06	8.612855668951457e-06	8.612855668951457e-06	8.612855668951457e-05	0.00010335426802741748	0.00014641854637217476	0.0001507249742066505	0.00017225711337902913	0.00018948282471693205	0.00018948282471693205	0.00021532139172378642	0.00028422423707539807	0.0003315949432546311	0.000443562066951	0.0005426099071439418	0.0016450554327697281	0.003272885154201553	0.006209868937313999	0.011024455256257865	0.01860807467276962	0.03201398452149256	0.051888148977598046	0.07265805042327449	0.09672667559015932	0.1267166390294483	0.15940673272095357	0.19469790882448215	0.2339897563862387	0.2735184574788914	0.3177670034781295	0.36650284728089133	0.41642295873813395	0.4681819148806977	0.5228907740898774	0.5783231131752489	0.6373857709250835	0.7036401631584926	0.7678403893148568	0.830421398605458	0.8962451480554197	0.9644029813916669	1.0358293934542813	1.1087802809703002	1.1799396945071772	1.2525719063634448	1.328955016863541	1.404218456126673	1.4824619434512627	1.5648352950691145	1.6435524894554963	1.725111926212632	1.8122481870154137	1.89782982736995	1.9794796991116097	2.0671671826772045	2.1506472862485166	2.236883503633893	2.328881721461798	2.394304973123153
Sample_PRO1747_PlateG_A12_R1 - nextera_transposase_sequence	0.0	0.0	0.0	1.1130525220545792e-05	1.1130525220545792e-05	1.1130525220545792e-05	1.1130525220545792e-05	2.2261050441091583e-05	3.3391575661637377e-05	3.3391575661637377e-05	6.121788871300185e-05	8.904420176436633e-05	8.904420176436633e-05	0.00010573998959518502	0.00019478419135955137	0.0005175694227553794	0.00101844305767994	0.0020313208527496067	0.005042127924907243	0.010100951637645305	0.01898311076364085	0.0326068736335889	0.05135624336759828	0.08076309100028026	0.12096098283428139	0.1622663619277268	0.2094764846506718	0.26613085802324987	0.3260297794976171	0.39060908682722373	0.46171644719868055	0.5333858990937749	0.6110825303957947	0.6930198918068426	0.7772223151002715	0.8620424825434407	0.9508139864399037	1.0413719396342644	1.134601218881556	1.2361950878320875	1.3354292854358636	1.4327267716512648	1.534476467954884	1.638012613556401	1.7437971252524682	1.8486132812543479	1.9509584606572665	2.053275813747134	2.161369909426464	2.2705826228904593	2.381253435158346	2.4954470586585358	2.6029401059759567	2.7123809952069733	2.8292793363357553	2.9431334788167183	3.0539601184376926	3.1673968662228855	3.273726773654759	3.366210307712274	3.461626735165403	3.53110347359205
Sample_PRO1747_PlateG_A12_R2 - nextera_transposase_sequence	8.904420176436633e-05	8.904420176436633e-05	0.00010017472698491212	0.00010017472698491212	0.00010017472698491212	0.00010017472698491212	0.00010017472698491212	0.00010017472698491212	0.00010017472698491212	0.00010017472698491212	0.0001725231409184598	0.00017808840352873267	0.00017808840352873267	0.00019478419135955134	0.00022261050441091585	0.0002782631305136448	0.0003561768070574654	0.0006010483619094727	0.0024654113363508927	0.005598654185934533	0.01095243681701706	0.019879118043894785	0.03471610816288233	0.0605723182502102	0.0969190483579025	0.1346348330677219	0.17857814663843669	0.2331956338956549	0.2907404492858766	0.3539117451750843	0.422876479441586	0.4921473031516528	0.5672672178651164	0.6476407404826774	0.7310250701723963	0.8140643535802781	0.900448359816934	0.9878675048991007	1.079482857989413	1.1801918501849114	1.2782851689535815	1.373434463801417	1.4729747508487583	1.5754924533925951	1.6811545293112364	1.7861988610801374	1.887586815314089	1.9893142505672672	2.0965735568550565	2.2055302682389795	2.3142643691184914	2.425224575042112	2.5306028225676296	2.64012162547519	2.757960495985108	2.872337773151437	2.9822962318052086	3.0951541922789327	3.2048900404282934	3.3153438074543797	3.429442821490195	3.512248363868445
Sample_PRO1747_PlateG_A1_R1 - nextera_transposase_sequence	0.0	0.0	0.0	8.523278864467421e-06	8.523278864467421e-06	8.523278864467421e-06	8.523278864467421e-06	8.523278864467421e-06	5.966295205127195e-05	6.818623091573937e-05	8.097114921244052e-05	0.00010654098580584277	0.00012784918296701134	0.0001534190195604136	0.00019603541388275072	0.00042190230379113736	0.000839542968150041	0.001534190195604136	0.0036351784356953554	0.007244787034797308	0.013019308465473986	0.021333766997761957	0.033364375114957726	0.0518556286114198	0.07597650779786261	0.10185744406981792	0.1323579974863146	0.16658748540601576	0.2027858507434089	0.24357826338875	0.28781408069533587	0.3326976671956213	0.3801126675186536	0.43018693084739973	0.4835852729332881	0.5370518012500922	0.5923977125565114	0.6497125012806226	0.7097035995681766	0.7725073798810047	0.8370328625244554	0.9008509130221553	0.9678950245700559	1.034538542011327	1.1041098057425422	1.176971055115442	1.2487370631542576	1.321265904651443	1.3962409271827307	1.4725583661351722	1.5511557821838584	1.6307333753019584	1.7099870838232087	1.7895135372681221	1.8727092622641885	1.956978920397178	2.0421733542869625	2.127282555388102	2.2100734246381055	2.28250424842835	2.357244880790865	2.413519829493511
Sample_PRO1747_PlateG_A1_R2 - nextera_transposase_sequence	0.0	3.4093115457869685e-05	4.261639432233711e-05	4.261639432233711e-05	4.261639432233711e-05	4.261639432233711e-05	4.261639432233711e-05	6.818623091573937e-05	6.818623091573937e-05	9.375606750914164e-05	9.801770694137536e-05	0.00010227934637360906	0.0001150642646703102	0.00016194229842488101	0.000221605250476153	0.00030683803912082716	0.00037928590946880033	0.000515658371300279	0.001964615778259741	0.0044661981249809295	0.008361336566042541	0.014054886847506779	0.024031384758365897	0.04110351232389414	0.06373281770905515	0.08762356836615734	0.1162021223987166	0.14922556635909562	0.18472502282960243	0.22471198562225136	0.267976149138288	0.31161533692436116	0.3585274637943899	0.40841847662754993	0.46139917804907943	0.5140687797920558	0.5684515605867902	0.6253274004493814	0.685075585289298	0.7482160351172726	0.8123707551301189	0.8759245839830203	0.9425510548665621	1.0092968516542065	1.0789789180106597	1.1524027037886144	1.224164450187998	1.2968083559498538	1.3720007220921855	1.4491960587676669	1.528483860404375	1.609263235842365	1.6888024742055752	1.7686570738867702	1.8523301024992471	1.9378185895098552	2.0234093558668373	2.109873758307427	2.1969603601051224	2.2850569704482577	2.3752162142765947	2.442891048460466
Sample_PRO1747_PlateG_A2_R1 - nextera_transposase_sequence	0.0	0.0	0.0	6.679731330518316e-06	6.679731330518316e-06	6.679731330518316e-06	3.339865665259158e-05	4.00783879831099e-05	8.01567759662198e-05	8.683650729673811e-05	9.017637296199728e-05	0.0001035358356230339	0.00013025476094510717	0.00017033314892821709	0.00026050952189021434	0.0004308426708184314	0.0006846724613781274	0.0013626651914257365	0.0029223824571017634	0.0055107783476776116	0.010206629473031987	0.017230366967071996	0.028078250647833744	0.04453042891490036	0.06584211172491905	0.08842294348773622	0.1149615160638855	0.14525409764778605	0.17767751352612196	0.21332389977143296	0.2506736175060261	0.28935260177539246	0.33106418406881405	0.376336063161402	0.4235216852801833	0.473095311349625	0.5249233467431167	0.577663165463224	0.6319293027923548	0.6896889396073467	0.7487344247034633	0.8077064327549444	0.869290215756658	0.9320496314725428	0.9976011748845842	1.0642114557125129	1.1310889257936623	1.1994492962301868	1.2710593559590082	1.3452644913097362	1.4196867179287063	1.4942458790399518	1.568253962316429	1.6437416060826169	1.7230533960355259	1.8026924928236308	1.8821311976718196	1.9621577188770944	2.038346734432986	2.1052709626334494	2.1731403728171808	2.223148181423106
